No,AccountID,Name,Email,JoinDateTime,AdminRole,ProvisionRole,SearchString
16,399708931803,PTAW-IAC-NonPROD-Operation-Environment-01,ptawiactest.ops@petronas.com.my,9/14/2021 14:22,PTAW_IAC_NonPROD_Operation_ADMIN_ROLE,PTAW_IAC_NonPROD_Operation_PROVISION_ROLE,399708931803_PTAW-IAC-NonPROD-Operation-Environment-01
17,748960034707,PTAW-IAC-NonPROD-Operation-Environment-01,ptawiacnonprod.operation@petronas.com.my,9/10/2021 12:08,PTAW_IAC_NonPROD_Operation_ADMIN_ROLE,PTAW_IAC_NonPROD_Operation_PROVISION_ROLE,748960034707_PTAW-IAC-NonPROD-Operation-Environment-01
18,730737176335,PTAW-IAC-NonPROD-PDnT-Environment-01,ptawiacnprod.pdnt@petronas.com.my,7/2/2022 3:50,PTAW_IAC_NonPROD_PDnT_ADMIN_ROLE,PTAW_IAC_NonPROD_PDnT_PROVISION_ROLE,730737176335_PTAW-IAC-NonPROD-PDnT-Environment-01
19,869958971240,PTAW-IAC-NonPROD-Security-Environment-01,ptawiactest.security@petronas.com.my,9/14/2021 14:23,PTAW_IAC_NonPROD_Security_ADMIN_ROLE,PTAW_IAC_NonPROD_Security_PROVISION_ROLE,869958971240_PTAW-IAC-NonPROD-Security-Environment-01
20,209240408621,PTAW-IAC-NonPROD-Security-Environment-01,ptawiacnonprod.security@petronas.com.my,9/10/2021 12:07,PTAW_IAC_NonPROD_Security_ADMIN_ROLE,PTAW_IAC_NonPROD_Security_PROVISION_ROLE,209240408621_PTAW-IAC-NonPROD-Security-Environment-01
21,815288738439,PTAW-IAC-NonPROD-TestProject-Environment-01,mfaiz.mazlan@petronas.com.my,1/20/2022 16:38,PTAW_IAC_NonPROD_TestProject_ADMIN_ROLE,PTAW_IAC_NonPROD_TestProject_PROVISION_ROLE,815288738439_PTAW-IAC-NonPROD-TestProject-Environment-01
22,693668598135,PTAW-IAC-NonPROD-UpStream-Environment-01,ptawiacnprod.upst@petronas.com.my,7/2/2022 3:50,PTAW_IAC_NonPROD_UpStream_ADMIN_ROLE,PTAW_IAC_NonPROD_UpStream_PROVISION_ROLE,693668598135_PTAW-IAC-NonPROD-UpStream-Environment-01
23,512399145865,PTAW-IAC-PILOT-EIH-Environment-01,ptawiactest.eih@petronas.com.my,5/14/2022 23:35,PTAW_IAC_PILOT_EIH_ADMIN_ROLE,PTAW_IAC_PILOT_EIH_PROVISION_ROLE,512399145865_PTAW-IAC-PILOT-EIH-Environment-01
24,406219551681,PTAW-IAC-PROD-Audit-Environment-01,ptawiacprod.audit@petronas.com.my,9/10/2021 12:08,PTAW_IAC_PROD_Audit_ADMIN_ROLE,PTAW_IAC_PROD_Audit_PROVISION_ROLE,406219551681_PTAW-IAC-PROD-Audit-Environment-01
25,514265669849,PTAW-IAC-PROD-CommonServicesBackup-Environment-01,ptawiacprod.backup@petronas.com.my,9/10/2021 12:08,PTAW_IAC_PROD_CommonServicesBackup_ADMIN_ROLE,PTAW_IAC_PROD_CommonServicesBackup_PROVISION_ROLE,514265669849_PTAW-IAC-PROD-CommonServicesBackup-Environment-01
26,106436537954,PTAW-IAC-PROD-CorporateCommon-Environment-01,ptawiacprod.common@petronas.com.my,7/2/2022 3:51,PTAW_IAC_PROD_CorporateCommon_ADMIN_ROLE,PTAW_IAC_PROD_CorporateCommon_PROVISION_ROLE,106436537954_PTAW-IAC-PROD-CorporateCommon-Environment-01
27,149261953840,PTAW-IAC-PROD-DownStream-Environment-01,ptawiacprod.dnst@petronas.com.my,7/2/2022 3:51,PTAW_IAC_PROD_DownStream_ADMIN_ROLE,PTAW_IAC_PROD_DownStream_PROVISION_ROLE,149261953840_PTAW-IAC-PROD-DownStream-Environment-01
28,947558275301,PTAW-IAC-PROD-GasNewEnergy-Environment-01,ptawiacprod.gne@petronas.com.my,7/2/2022 3:48,PTAW_IAC_PROD_GasNewEnergy_ADMIN_ROLE,PTAW_IAC_PROD_GasNewEnergy_PROVISION_ROLE,947558275301_PTAW-IAC-PROD-GasNewEnergy-Environment-01
29,111171751255,PTAW-IAC-PROD-KeyManagement-Environment-01,ptawiacprod.keyman@petronas.com.my,9/10/2021 12:09,PTAW_IAC_PROD_KeyManagement_ADMIN_ROLE,PTAW_IAC_PROD_KeyManagement_PROVISION_ROLE,111171751255_PTAW-IAC-PROD-KeyManagement-Environment-01
30,154866997957,PTAW-IAC-PROD-Legacy-Environment-01,ptawiacprod.legacy@petronas.com.my,7/21/2022 0:02,PTAW_IAC_PROD_Legacy_ADMIN_ROLE,PTAW_IAC_PROD_Legacy_PROVISION_ROLE,154866997957_PTAW-IAC-PROD-Legacy-Environment-01
31,770714257671,PTAW-IAC-PROD-Networking-Environment-01,ptawiacprod.network@petronas.com.my,9/10/2021 12:09,PTAW_IAC_PROD_Networking_ADMIN_ROLE,PTAW_IAC_PROD_Networking_PROVISION_ROLE,770714257671_PTAW-IAC-PROD-Networking-Environment-01
32,932112116639,PTAW-IAC-PROD-Operation-Environment-01,ptawiacprod.operation@petronas.com.my,9/10/2021 12:09,PTAW_IAC_PROD_Operation_ADMIN_ROLE,PTAW_IAC_PROD_Operation_PROVISION_ROLE,932112116639_PTAW-IAC-PROD-Operation-Environment-01
33,575186022973,PTAW-IAC-PROD-Operation-Environment-01,ptawiacprod.ops@petronas.com.my,9/14/2021 14:23,PTAW_IAC_PROD_Operation_ADMIN_ROLE,PTAW_IAC_PROD_Operation_PROVISION_ROLE,575186022973_PTAW-IAC-PROD-Operation-Environment-01
34,402513966462,PTAW-IAC-PROD-PDnT-Environment-01,ptawiacprod.pdnt@petronas.com.my,7/2/2022 3:47,PTAW_IAC_PROD_PDnT_ADMIN_ROLE,PTAW_IAC_PROD_PDnT_PROVISION_ROLE,402513966462_PTAW-IAC-PROD-PDnT-Environment-01
35,681226719230,PTAW-IAC-PROD-Policy-Environment-01,ptawiacprod.policy@petronas.com.my,9/10/2021 12:07,PTAW_IAC_PROD_Policy_ADMIN_ROLE,PTAW_IAC_PROD_Policy_PROVISION_ROLE,681226719230_PTAW-IAC-PROD-Policy-Environment-01
36,775012741339,PTAW-IAC-PROD-Security-Environment-01,ptawiacprod.security@petronas.com.my,9/10/2021 12:10,PTAW_IAC_PROD_Security_ADMIN_ROLE,PTAW_IAC_PROD_Security_PROVISION_ROLE,775012741339_PTAW-IAC-PROD-Security-Environment-01
37,752549531849,PTAW-IAC-PROD-UpStream-Environment-01,ptawiacprod.upst@petronas.com.my,7/2/2022 3:50,PTAW_IAC_PROD_UpStream_ADMIN_ROLE,PTAW_IAC_PROD_UpStream_PROVISION_ROLE,752549531849_PTAW-IAC-PROD-UpStream-Environment-01
